id,nombre,marca,imagen,precio_desde,precio_hasta
7790070412386,Polvo Bizcochuelo Coco Exquisita 580 Gr,EXQUISITA,NULL,66.41,83.00
7790070412447,Bizcochitos Tortita Negra Gallo Snacks 50 Gr,GALLO SNACKS,NULL,26.99,34.20
7790070412478,Postre Vainilla con Vitaminas y Zinc en Polvo Exquisita 80 Gr,EXQUISITA,NULL,25.19,34.10
7790070412485,Postre Chocolate 8 Vitaminas y Zinc en Polvo Exquisita 80 Gr,EXQUISITA,NULL,25.19,34.10
7790070412492,Postre Dulce de Leche con Vitaminas y Zinc en Polvo Exquisita 80 Gr,EXQUISITA,NULL,25.19,29.99
7790070412515,Torta con Chips de Chocolate 8 Vitaminas en Polvo Exquisita 540 Gr,EXQUISITA,NULL,74.90,107.00
7790070413185,Galletitas Oblea de Arroz Gallo Snacks Chocobar 60 Gr,GALLO SNACKS,NULL,52.50,75.00
7790070414182,Bizcochitos de Arroz Queso Gallo Snacks 100 Gr,GALLO SNACKS,NULL,41.99,55.00
7790070416780,Polvo para Preparar Gelatina Cereza Vitaminas y Zinc Exquisita 40 Gr,EXQUISITA,NULL,24.87,26.49
7790070506641,Premezcla para Pizza Lucchetti 500 Gr,LUCCHETTI,NULL,52.00,58.00
7790070506658,Premezcla para N~oquis de Papa Lucchetti 400 Gr,LUCCHETTI,NULL,69.99,77.00
7790070506665,Premezcla para Chipa Lucchetti 250 Gr,LUCCHETTI,NULL,83.59,95.00
7790070506924,Harina de Trigo 0000 Fortificada Blancaflor 1 Kg,BLANCAFLOR,NULL,46.50,58.00
7790070506979,Yerba Mate Saborizada con Hierbas Serranas Cruz de Malta 500 Gr,CRUZ DE MALTA,NULL,63.19,81.90
7790070507099,Yerba Mate con Palo Ecopack Cruz de Malta 500 Gr,CRUZ DE MALTA,NULL,51.99,79.00
7790070507105,Yerba Mate con Palo Ecopack Cruz de Malta 1 Kg,CRUZ DE MALTA,NULL,92.90,161.00
7790070507112,Yerba Mate con Palo Ecopack Nobleza Gaucha 500 Gr,NOBLEZA GAUCHA,NULL,57.59,70.00
7790070507129,Yerba Mate con Palo Ecopack Nobleza Gaucha 1 Kg,NOBLEZA GAUCHA,NULL,107.99,136.00
7790070507228,Harina Leudante Blancaflor 1 Kg,BLANCAFLOR,NULL,43.09,58.00
7790070507235,Harina de Trigo 000 con Vita Zinc Favorita 1 Kg,FAVORITA,NULL,28.99,34.49
7790070507341,Jugo de Limon Minerva 500 Ml,MINERVA,NULL,70.86,97.50
7790070507372,Jugo de Limon Minerva 250 Ml,MINERVA,NULL,37.68,53.00
7790070936479,Cafe Instantaneo Seleccion Arlistan 170 Gr,ARLISTÁN,NULL,119.00,184.99
7790070936493,Cafe Seleccion Arlistan 100 Gr,ARLISTÁN,NULL,100.22,139.99
7790070936516,Cafe Instantaneo Arlistan 50 Gr,ARLISTÁN,NULL,67.99,78.89
7790071070127,Tostadas Riera Light 200 Gr,RIERA,NULL,48.90,63.00
7790071090118,Tostadas Clasicas Dulces Riera 200 Gr,RIERA,NULL,42.90,58.00
7790071090309,Tostadas Clasicas Riera 200 Gr,RIERA,NULL,42.90,44.90
7790071090316,Tostadas Clasicas Integrales Riera 200 Gr,RIERA,NULL,42.90,51.44
7790072000093,Sal Light en Paquete Celusal 470 Gr,CELUSAL,NULL,102.00,149.00
7790072001014,Sal Fina en Paquete Celusal 500 Gr,CELUSAL,NULL,20.29,28.90
7790072001038,Sal Fina en Salero Celusal 500 Gr,CELUSAL,NULL,70.50,105.00
7790072002080,Sal Fina en Estuche Celusal 500 Gr,CELUSAL,NULL,26.90,43.30
7790080043839,Leche en Polvo Entera Caja Sancor 800 Gr,SANCOR,NULL,260.99,309.00
7790080044188,Leche en Polvo Descremada San Regim 500 Gr,SAN REGIM,NULL,165.19,249.00
7790127000016,Pickles Mixtos en Vinagre en Frasco Vanoli 200 Gr,VANOLI,NULL,64.49,98.00
7790127000085,Aceitunas Verdes en Frasco Vanoli 200 Gr,VANOLI,NULL,67.50,107.00
7790127000160,Ajies en Vinagre en Frasco Vanoli 110 Gr,VANOLI,NULL,71.19,87.50
7790127000269,Aceitunas Verdes en Salmuera en Doypack Vanoli 180 Gr,VANOLI,NULL,30.00,47.50
7790127000320,Aceitunas Rellenas Descarozadas Vanoli 140 Gr,VANOLI,NULL,44.50,59.99
7790127000740,Salsa de Soja Vanoli 190 Cc,VANOLI,NULL,53.96,62.90
7790127000764,Chimichurri Vanoli 190 Cc,VANOLI,NULL,53.54,61.50
7790130000034,Vinagre de Alcohol Menoyo 500 Cc,MENOYO,NULL,24.30,34.00
7790130000058,Vinagre de Alcohol Menoyo 1 Lt,MENOYO,NULL,45.56,51.00
7790139002121,Aceto Balsamico Favinco 500 Ml,FAVINCO,NULL,83.99,123.00
7790139003258,Vinagre de Manzana Casalta 500 Ml,CASALTA,NULL,37.90,61.50
7790139003265,Vinagre de Manzana Clasico Casalta 1 Lt,CASALTA,NULL,56.90,82.90
7790139003289,Vinagre de Vino Casalta 250 Cc,CASALTA,NULL,24.90,37.00
7790139003296,Vinagre de Vino Clasico Casalta 500 Ml,CASALTA,NULL,32.50,45.90
7790139003418,Aceto Balsamico Reduccion Casalta 400 Ml,CASALTA,NULL,174.99,209.00
7790139003425,Aceto Balsamico Favinco 250 Ml,FAVINCO,NULL,61.49,71.50
7790150006122,Cafe Molido Torrado Clasico Equilibrado La Virginia 250 Gr,LA VIRGINIA,NULL,62.00,109.00
7790150006153,Cafe Molido Torrado Clasico Equilibrado La Virginia 500 Gr,LA VIRGINIA,NULL,123.00,178.99
7790150023051,Pimienta Negra Molida en Sobre Alicante 25 Gr,ALICANTE,NULL,26.49,29.90
7790150025055,Pimenton en Paquete La Virginia Alicante 25 Gr,ALICANTE,NULL,25.90,29.90
7790150045077,Condimento para Pizza Alicante 50 Gr,ALICANTE,NULL,47.49,54.50
7790150050040,Nuez Moscada Entera Alicante 20 Gr,ALICANTE,NULL,52.90,61.50
7790150052457,Esencia de Vainilla Alicante 100 Cc,ALICANTE,NULL,51.12,62.90
7790150056059,Perejil Deshidratado Alicante 25 Gr,ALICANTE,NULL,47.50,54.50
7790150067062,Salsa Blanca Alicante 40 Gr,ALICANTE,NULL,33.50,44.40
7790150068076,Provenzal Alicante 50 Gr,ALICANTE,NULL,61.50,67.50
7790150080115,Cafe en Saquitos Mi Cafe La Virginia 20 Un 140 Gr,LA VIRGINIA,NULL,108.00,149.00
7790150080603,Te en Saquitos Manzanilla La Virginia 25 Un,LA VIRGINIA,NULL,29.90,44.50
7790150098073,Ajo Triturado en Sobre Alicante 50 Gr,ALICANTE,NULL,32.90,37.90
7790150100356,Cafe Instantaneo Torrado Clasico Equilibrado La Virginia 170 Gr,LA VIRGINIA,NULL,134.70,209.00
7790150100752,Cafe Instantaneo Torrado Clasico Equilibrado La Virginia 100 Gr,LA VIRGINIA,NULL,99.74,139.00
7790150101353,Cafe Instantaneo Torrado Suave La Virginia 170 Gr,LA VIRGINIA,NULL,134.70,209.00
7790150102039,Cafe Instantaneo Suave Torrado Balanceado La Virginia 100 Gr,LA VIRGINIA,NULL,99.74,139.00
7790150115039,Cafe en Saquitos Mi Cafe La Virginia 20 Un 140 Gr,LA VIRGINIA,NULL,109.90,138.90
7790150160701,Cafe Cappuccino Instantaneo Tradicional Doy Pack La Virginia 125 Gr,LA VIRGINIA,NULL,62.67,92.90
7790150160800,Cafe Cappuccino Instantaneo Mix Tradicional Doypack La Virginia 275 Gr,LA VIRGINIA,NULL,146.99,199.00
7790150160909,Cafe Cappuccino Instantaneo Light Doy Pack La Virginia 100 Gr,LA VIRGINIA,NULL,66.31,97.50
7790150211625,La Virginia Molienda Controlada en Saquitos 25 Un,LA VIRGINIA,NULL,19.90,28.90
7790150211700,La Virginia Molienda Controlada en Saquitos 50 Un,LA VIRGINIA,NULL,35.79,55.85
7790150211779,Te Molienda Controlada La Virginia 100 Un,LA VIRGINIA,NULL,72.90,115.00
7790150240274,Te con Limon en Saquitos Ensobrados La Virginia 20 Un,LA VIRGINIA,NULL,44.50,65.90
7790150310137,Te Boldo en Saquitos La Virginia 25 Un,LA VIRGINIA,NULL,36.89,54.50
7790150321027,Te en Saquitos Tilo Manzanilla y Cedron Molienda La Virginia 25 Un,LA VIRGINIA,NULL,28.90,54.50
7790150330135,Te en Saquitos Ensobrados Manzanilla La Virginia 25 Un,LA VIRGINIA,NULL,29.89,44.50
7790150331064,Te en Saquitos Manzanilla con Anis La Virginia 25 Un,LA VIRGINIA,NULL,39.90,61.50
7790150360200,Te en Saquitos Mezcla de Hierbas La Virginia 25 Un,LA VIRGINIA,NULL,33.90,51.50
7790150411339,Ajo Triturado Alicante 50 Gr,ALICANTE,NULL,32.49,44.93
7790150430330,Bicarbonato de Sodio en Sobre Alicante 50 Gr,ALICANTE,NULL,18.49,24.62
7790150445341,Chimichurri Deshidratado Naturalidad Intacta Alicante 50 Gr,ALICANTE,NULL,49.99,75.27
7790150460450,Coco Rallado Alicante 50 Gr,ALICANTE,NULL,32.60,46.92
7790150470305,Condimento para Arroz Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,22.89,29.66
7790150490396,Condimento para Pizza Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,21.00,34.28
7790150490457,Condimento para Pizza Naturalidad Intacta Alicante 50 Gr,ALICANTE,NULL,43.99,62.99
7790150496046,Condimento para Tuco y Guiso Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,18.49,33.27
7790150497043,Condimento para Milanesas Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,26.49,35.69
7790150535233,Nuez Moscada Molida Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,51.99,72.90
7790150536254,Nuez Moscada Entera Naturalidad Intacta Alicante 20 Gr,ALICANTE,NULL,52.90,62.36
7790150540152,Oregano Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,34.49,48.50
7790150540350,Oregano Naturalidad Intacta Alicante 50 Gr,ALICANTE,NULL,58.99,86.61
7790150545256,Perejil Deshidratado Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,39.99,54.50
7790150550540,Pimienta Blanca Molida Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,42.89,56.58
7790150555392,Pimienta Negra Molida Naturalidad Intacta Alicante 25 Gr,ALICANTE,NULL,24.99,29.90
7790150564806,Pimenton Seleccionado Extra Dulce Alicante 25 Gr,ALICANTE,NULL,25.90,31.28
7790150565391,Pimenton Naturalidad Intacta Alicante 50 Gr,ALICANTE,NULL,35.99,55.64
7790150570340,Provenzal Deshidratado Naturalidad Intacta Alicante 50 Gr,ALICANTE,NULL,44.99,71.28
7790150695159,Cafe Cappuccino Instantaneo La Virginia 125 Gr,LA VIRGINIA,NULL,82.90,92.90
7790150696262,Te en Saquitos Tilo con Manzanilla y Cedron La Virginia 25 Un,LA VIRGINIA,NULL,36.90,54.50
7790150696798,Cafe Molido Torrado Equilibrado La Virginia 250 Gr,LA VIRGINIA,NULL,74.90,109.00
7790150696804,Cafe Molido Torrado Equilibrado La Virginia 500 Gr,LA VIRGINIA,NULL,135.90,178.99
7790150696828,Cafe Cappuccino Instantaneo La Virginia 210 Gr,LA VIRGINIA,NULL,84.50,189.00
7790150696873,Oregano Alicante 25 Gr,ALICANTE,NULL,39.90,45.90
7790150696880,Pimenton en Paquete Alicante 25 Gr,ALICANTE,NULL,25.90,29.90
7790150830857,Cacao en Polvo Fortificado Plus Chocolino 180 Gr,CHOCOLINO,NULL,25.00,47.03
7790158021509,Miel Liquida Pote Aleluya 190 Gr,ALELUYA,NULL,65.99,82.90
7790170009035,Cafe Molido Clasico Torrado Intenso La Morenita 250 Gr,LA MORENITA,NULL,79.90,95.90
7790170901902,Cafe Molido Torrado Clasico Equilibrado La Morenita 500 Gr,LA MORENITA,NULL,153.99,209.00
7790170903227,Cafe en Saquito La Morenita 20 Un,LA MORENITA,NULL,59.89,105.00
7790170904637,Cafe Instantaneo Torrado Intenso La Morenita 170 Gr,LA MORENITA,NULL,143.10,199.00
7790270197700,Galletitas Vocacion 465 Gr,VOCACIÓN,NULL,61.50,71.50
7790270336307,Galletitas Clasicas Mediatarde Pack 3 Un 330 Gr,MEDIA TARDE,NULL,25.00,45.90
7790272000831,Aceite Rocio Vegetal Girasol en Aerosol Natura 120 Cc,NATURA,NULL,83.15,119.00
7790272001005,Aceite de Girasol Natura 900 Ml,NATURA,NULL,49.89,62.00
7790272001029,Aceite de Girasol Natura 1.5 Lt,NATURA,NULL,81.99,99.00
7790272001050,Aceite de Girasol Natura 500 Ml,NATURA,NULL,36.39,44.40
7790272006178,Aceite de Oliva Extra Virgen Clasico Comestible Natura 500 Ml,NATURA,NULL,302.99,369.00
7790310003022,Tostaditas de Harina de Trigo Jamon Twistos 112 Gr,TWISTOS,NULL,47.89,65.00
7790310003626,Galletitas Pizza Especial Jamon Kes Bun 100 Gr,KES BUN,NULL,29.90,37.00
7790310004326,Palitos Salados Pehuamar 200 Gr,PEHUAMAR,NULL,61.99,74.00
7790310004340,Palitos Queso Pehuamar 90 Gr,PEHUAMAR,NULL,28.90,36.00
7790310004357,Palitos Salados Queso Pehuamar 200 Gr,PEHUAMAR,NULL,55.00,66.99
7790310005507,Papas Fritas Pehuamar 105 Gr,PEHUAMAR,NULL,30.00,57.50
7790310005873,Papas Fritas Acanaladas Pehuamar 105 Gr,PEHUAMAR,NULL,30.00,57.50
7790310006870,Nachos Tostitos en Bolsa Doritos 200 Gr,DORITOS,NULL,79.99,88.00
7790310006993,Snack Palitos Rueditas Pep 84 Gr,PEP,NULL,30.70,41.00
7790310922316,Papas Fritas Clasicas Lays 150 Gr,LAYS,NULL,56.00,75.49
7790310981191,Papas Fritas Clasicas Lays 250 Gr,LAYS,NULL,107.00,113.99
7790310981962,Papas Fritas Acanaladas Pehuamar 180 Gr,PEHUAMAR,NULL,64.00,76.00
7790360720115,Picadillo de Carne en Lata Swift 90 Gr,SWIFT,NULL,16.00,33.99
7790360720382,Pate de Foie Swift Lata 90 Gr,SWIFT,NULL,17.90,42.00
7790360965189,Pate de Foie con Hongos en Lata Swift 85 Gr,SWIFT,NULL,37.50,61.00
7790360965721,Pate de Foie a La Pimienta en Lata Swift 85 Gr,SWIFT,NULL,37.50,66.99
7790380005612,Chocolate sin Azucar Georgalos 70 Gr,GEORGALOS,NULL,78.99,102.90
7790380015949,Caramelo Tutti Frutti Flynn Paff 16 Un,FLYNN PAFF,NULL,28.76,51.50
7790380016922,Pasta de Mani en Tableta Nucrem Georgalos 84 Gr,GEORGALOS,NULL,27.92,33.00
7790387000849,Mate Cocido en Saquitos Taragui 25 Un,TARAGUÍ,NULL,22.99,42.90
7790387000856,Mate Cocido en Saquitos Taragui 50 Un,TARAGUÍ,NULL,42.90,81.00
7790387001785,Te Verde Ensobrado Taragui 20 Un,TARAGUÍ,NULL,51.50,64.50
7790387010213,Te en Hebras Blen Especial Taragui 180 Gr,TARAGUÍ,NULL,93.00,119.00
7790387010305,Te en Saquitos Filtro Especial Taragui 25 Un,TARAGUÍ,NULL,15.99,42.00
7790387010312,Te en Saquitos Filtro Especial Taragui 50 Un,TARAGUÍ,NULL,42.90,72.90
7790387010329,Te en Saquitos Filtro Especial Taragui 100 Un,TARAGUÍ,NULL,49.25,131.00
7790387010589,Mate Cocido en Saquitos Union 25 Un,UNIÓN,NULL,22.99,42.00
7790387010602,Mate Cocido en Saquitos Union 100 Un,UNIÓN,NULL,105.00,153.00
7790387013160,Yerba Mate Bajo Contenido de Polvo Origen Controlado Taragui 500 Gr,TARAGUÍ,NULL,88.90,100.00
7790387013443,Yerba Mate sin Palo Metalizado Taragui 1 Kg,TARAGUÍ,NULL,182.90,190.99
7790387013450,Yerba Mate sin Palo Metalizado Taragui 500 Gr,TARAGUÍ,NULL,94.90,113.00
7790387013511,Yerba Mate Liviana Taragui 1 Kg,TARAGUÍ,NULL,161.90,197.00
7790387013528,Yerba Mate Liviana Taragui 500 Gr,TARAGUÍ,NULL,85.90,120.00
7790387014167,Yerba Mate Bajo Contenido de Polvo Metalizado Union 500 Gr,UNIÓN,NULL,57.00,80.90
7790387014310,Yerba Mate Suave Origen Controlado Union 1 Kg,UNIÓN,NULL,154.00,180.00
7790387014419,Yerba Mate Cachamai Hierbas Serranas Union 500 Gr,UNIÓN,NULL,90.00,131.00
7790387015508,Yerba Mate Campo Origen Controlado La Merced 500 Gr,LA MERCED,NULL,103.99,143.00
7790387015515,Yerba Mate Monte Origen Controlado La Merced 500 Gr,LA MERCED,NULL,103.99,142.00
7790387015522,Yerba Mate con Palo Barbacua Especial La Merced 500 Gr,LA MERCED,NULL,125.00,142.00
7790387015539,Yerba Mate Campo Monte La Merced 500 Gr,LA MERCED,NULL,103.99,143.00
7790387113228,Yerba Mate Saborizada con Naranja de Oriente Taragui 500 Gr,TARAGUÍ,NULL,81.90,113.00
7790387113310,Yerba Mate con Palo Origen Controlado Taragui 1 Kg,TARAGUÍ,NULL,109.00,152.99
7790387113327,Yerba Mate con Palo Origen Controlado Taragui 500 Gr,TARAGUÍ,NULL,77.00,99.00
7790387711820,Te en Saquitos Ensobrados Manzanilla Silvestre Taragui 25 Un,TARAGUÍ,NULL,25.00,64.00
7790387711844,Te en Saquitos Tilo Silvestre Taragui 25 Un,TARAGUÍ,NULL,44.00,106.00
7790387712018,Te en Saquitos Ensobrado Mezcla de Hierbas Silvestre Taragui 25 Un,TARAGUÍ,NULL,31.99,68.00
7790407031075,Chocolate Blanco Familiar Aguila 100 Gr,ÁGUILA,NULL,43.80,94.50
7790407031273,Chocolate para Taza Semiamargo Aguila 150 Gr,ÁGUILA,NULL,99.74,114.00
7790407031532,Gotas de Chocolate Semiamargo Aguila 150 Gr,ÁGUILA,NULL,97.00,104.00
7790407031556,Ban~o Repostero de Chocolate Semiamargo Aguila 150 Gr,ÁGUILA,NULL,71.81,114.00
7790407031648,Ban~o Repostero de Chocolate con Leche Aguila 150 Gr,ÁGUILA,NULL,71.81,154.00
7790411000531,Yerba Mate Especial Suave Rosamonte 1 Kg,ROSAMONTE,NULL,96.59,96.63
7790480000371,Yerba Mate con Palo Trilam La Tranquera 500 Gr,LA TRANQUERA,NULL,43.19,67.90
7790480008254,Te en Saquitos Green Hills 25 Un,GREEN HILLS,NULL,23.59,41.90
7790480008766,Mate Cocido en Saquitos La Tranquera 25 Un,LA TRANQUERA,NULL,19.49,27.00
7790480008773,Mate Cocido en Saquitos La Tranquera 50 Un,LA TRANQUERA,NULL,35.99,59.90
7790480088942,Mate Cocido en Saquitos La Tranquera 100 Un,LA TRANQUERA,NULL,75.00,139.00
7790500005065,Duraznos al Natural Silvia 820 Gr,SILVIA,NULL,37.99,49.44
7790500005652,Duraznos Cubeteados Silvia 820 Gr,SILVIA,NULL,37.99,49.44
7790503198412,Arroz Integral Dos Hermanos 1 Kg,DOS HERMANOS,NULL,44.09,71.50
7790503198450,Arroz Largo Fino 00000 en Bolsa Dos Hermanos 1 Kg,DOS HERMANOS,NULL,39.57,65.90
7790503198474,Arroz Parbolizado Dos Hermanos 1 Kg,DOS HERMANOS,NULL,39.89,77.50
7790524000244,Mani Salado sin Piel Croppers 120 Gr,CROPPERS,NULL,51.19,74.50
7790550000157,Cafe Molido Torrado en Bolsa Cabrales 250 Gr,CABRALES,NULL,71.99,119.00
7790550000164,Cafe Molido Torrado en Bolsa Cabrales 500 Gr,CABRALES,NULL,139.99,219.00
7790550010125,Cafe en Saquitos Cabrales 20 Un,CABRALES,NULL,89.00,98.50
7790550017391,Cafe Tostado en Capsulas Deciso Cabrales 10 Un,CABRALES,NULL,259.00,318.00
7790580032807,Galletitas Oblea Rellena Cofler Block 35 Gr,COFLER,NULL,24.90,27.90
7790580033408,Chocolate con Leche Cofler Air 55 Gr,COFLER,NULL,62.90,72.00
7790580033507,Chocolate con Leche con Almendras Cofler 55 Gr,COFLER,NULL,61.50,65.90
7790580060602,Caramelos Masticables Sugus 150 Gr,SUGUS,NULL,43.19,61.50
7790580101107,Caramelos Masticable Surtidos Mogul 150 Gr,MOGUL,NULL,38.39,55.90
7790580103248,Caramelos Cremino Surtidos Arcor 150 Gr,ARCOR,NULL,51.65,62.90
7790580103361,Chocolate Aireado con Leche Cofler 27 Gr,COFLER,NULL,34.85,45.90
7790580103385,Chocolate Aireado Mixto Cofler 27 Gr,COFLER,NULL,34.85,39.90
7790580103392,Chocolate Aireado con Almendras Cofler 27 Gr,COFLER,NULL,34.85,45.90
7790580103422,Chocolate con Leche Relleno con Chocolate Blanco Cofler Air 55 Gr,COFLER,NULL,62.90,71.50
7790580103446,Chocolates con Leche Aireado Cofler 100 Gr,COFLER,NULL,98.37,119.00
7790580103477,Chocolates con Almendras Aireado Cofler 100 Gr,COFLER,NULL,89.13,119.00
7790580103552,Chocolate con Confites Cofler 100 Gr,COFLER,NULL,101.99,119.00
7790580105013,Tableta de Chocolate con Leche y Mani Cofler Block 170 Gr,COFLER,NULL,111.00,149.00
7790580106935,Bombon de Frutas Surtidas Mogul 500 Gr,MOGUL,NULL,119.00,144.05
7790580107192,Bombon Seleccion Arcor 258 Gr,ARCOR,NULL,162.53,219.00
7790580108489,Crema Bon o Bon 290 Gr,BON O BON,NULL,104.15,119.00
7790580109882,Chocolate Amargo Extra Fino Aguila 150 Gr,ÁGUILA,NULL,101.00,159.00
7790580110413,Mix de Frutos Secos y Semillas Nutritivo Natural Break 27 Gr,ARCOR,NULL,17.40,61.50
7790580110444,Mix Frutas Secas y Semillas Natural Break Liviano 24 Gr,REXONA,NULL,39.00,61.50
7790580117771,Bombon Chocolinas Bon O Bon 270 Gr,BON O BON,NULL,141.74,180.00
7790580151201,Caramelos Butter Toffees Originales 150 Gr,BUTTER TOFFEES,NULL,56.48,68.00
7790580151300,Caramelos Chocolate Butter Toffees 150 Gr,BUTTER TOFFEES,NULL,56.48,92.00
7790580160807,Aceite de Maiz Arcor 900 Ml,ARCOR,NULL,99.00,126.00
7790580199913,Gomitas Ositos Arcor Mogul 30 Gr,MOGUL,NULL,12.90,15.40
7790580200114,Gomitas Tiburon Mogul 30 Gr,MOGUL,NULL,12.90,14.50
7790580221904,Pure de Tomate Tetrabrik Arcor 520 Gr,ARCOR,NULL,21.50,30.90
7790580236519,Polvo Bizcochuelo Marmolado Godet 500 Gr,GODET,NULL,69.98,81.50
7790580259600,Gomitas Dientes Mogul 150 Gr,MOGUL,NULL,61.50,78.00
7790580327415,Chocolate Confitado Rocklets 40 Gr,ROCKLETS,NULL,24.90,31.50
7790580327613,Mani con Chocolate Rocklets 40 Gr,ROCKLETS,NULL,22.90,31.50
7790580346515,Obleas Rellenas Ban~ada con Chocolate con Leche Bon o Bon 30 Gr,BON O BON,NULL,23.82,30.30
7790580346706,Obleas Chocolate Bon o Bon Pack 3 Un 90 Gr,BON O BON,NULL,62.90,77.00
7790580387006,Galletitas Pizza Saladix 30 Gr,SALADIX,NULL,14.70,26.99
7790580387105,Galletitas Jamon Saladix 30 Gr,SALADIX,NULL,14.70,22.99
7790580401504,Turron de Mani Arcor 10 Un,ARCOR,NULL,105.00,130.00
7790580402907,Cacao en Polvo Arcor 360 Gr,ARCOR,NULL,42.51,55.90
7790580405618,Gomitas Tiburoncito Mogul 80 Gr,MOGUL,NULL,32.99,42.58
7790580405625,Gomitas Frutales Mogul 80 Gr,MOGUL,NULL,32.99,42.58
7790580436902,Gomitas Anillos Mogul 250 Gr,ARCOR,NULL,60.79,84.00
7790580439002,Galletitas Rellenas Mana 165 Gr,MANÁ,NULL,31.90,45.00
7790580439101,Galletitas Rellenas con Limon Mana 165 Gr,MANÁ,NULL,31.90,35.90
7790580470005,Caramelos Relleno Miel Arcor 150 Gr,ARCOR,NULL,54.06,77.00
7790580470203,Caramelos Menta Chocolate Arcor 150 Gr,ARCOR,NULL,43.19,68.00
7790580470500,Caramelos Rellenos Frutal Arcor 150 Gr,ARCOR,NULL,43.19,68.00
7790580470609,Caramelos Menta Cristal Arcor 150 Gr,ARCOR,NULL,39.19,68.00
7790580509309,Mermelada de Ciruela en Frasco Arcor 454 Gr,ARCOR,NULL,46.49,71.50
7790580509408,Mermelada de Damasco Frasco Arcor 454 Gr,ARCOR,NULL,46.50,66.00
7790580509507,Mermelada de Durazno Frasco Arcor 454 Gr,ARCOR,NULL,46.50,53.79
7790580509606,Mermelada de Frutilla Frasco Arcor 454 Gr,ARCOR,NULL,64.90,92.90
7790580509804,Mermelada de Naranja Frasco Arcor 454 Gr,ARCOR,NULL,46.50,66.00
7790580511302,Mermelada de Durazno Light en Frasco Arcor 390 Gr,ARCOR,NULL,51.50,81.50
7790580511500,Mermelada de Ciruela Light Frasco Arcor 390 Gr,ARCOR,NULL,54.90,81.50
7790580511609,Mermelada de Naranja Light Frasco Arcor 390 Gr,ARCOR,NULL,54.90,81.50
7790580511708,Mermelada de Frutilla Light Frasco Arcor 390 Gr,ARCOR,NULL,73.50,102.90
7790580547202,Galletitas Vainilla con Relleno de Chocolate Formis 108 Gr,FORMIS,NULL,26.90,29.90
7790580567903,Tomate Pelado Perita en Lata Arcor 400 Gr,ARCOR,NULL,24.31,38.50
7790580602314,Gomitas Eucalipto Mogul 250 Gr,MOGUL,NULL,59.99,82.00
7790580602406,Gomitas Conitos Frutales Arcor 250 Gr,ARCOR,NULL,59.99,82.00
7790580607210,Chocolate Leche Arcor 25 Gr,ARCOR,NULL,21.41,24.90
7790580607418,Chocolate Blanco Arcor 25 Gr,ARCOR,NULL,19.50,23.80
7790580626419,Polvo Bizcochuelo Vainilla Godet 480 Gr,GODET,NULL,55.53,72.90
7790580660000,Polenta Instantanea Prestopronta Arcor 500 Gr,ARCOR,NULL,25.00,46.61
7790580697303,Galletitas Pizza Saladix 100 Gr,SALADIX,NULL,35.69,54.00
7790580716707,Galletitas Jamon Saladix 100 Gr,SALADIX,NULL,35.69,52.00
7790580716806,Galletitas Calabresa Saladix 100 Gr,SALADIX,NULL,35.69,54.00
7790580717407,Galletitas Parmesano Saladix 100 Gr,SALADIX,NULL,35.69,54.00
7790580763305,Galletitas Vainilla Mana 145 Gr,MANÁ,NULL,27.50,30.90
7790580955809,Salsa Pomarola Doypack Arcor 340 Gr,ARCOR,NULL,27.90,36.30
7790580956400,Salsa Portuguesa Doypack Arcor 340 Gr,ARCOR,NULL,23.90,36.30
7790580956509,Salsa Filetto Doypack Arcor 340 Gr,ARCOR,NULL,23.90,36.30
7790580980009,Choclo Amarillo en Granos en Lata Arcor 300 Gr,ARCOR,NULL,38.42,58.00
7790580980801,Choclo Amarillo Cremoso en Lata Arcor 300 Gr,ARCOR,NULL,35.90,47.50
7790580980900,Porotos Alubia Remojados Arcor 300 Gr,ARCOR,NULL,38.90,51.50
7790580981907,Garbanzos Secos Remojados Arcor 300 Gr,ARCOR,NULL,28.00,41.99
7790580983307,Jardinera Arcor 300 Gr,ARCOR,NULL,27.41,28.49
7790673000027,Vinagre de Vino Favinco 500 Cc,FAVINCO,NULL,28.50,35.90
7790673000119,Vinagre de Vino Favinco 1 Lt,FAVINCO,NULL,39.50,52.00
7790673000126,Vinagre de Manzana Favinco 1 Lt,FAVINCO,NULL,41.90,62.90
7790710000102,Yerba Mate con Hierbas Serranas Cbse 500 Gr,CBSE,NULL,54.99,72.90
7790710000126,Yerba Mate con Hierbas Serranas Cbse 1 Kg,CBSE,NULL,94.99,130.90
7790710000157,Yerba Mate Elaborada con Palo Limon Cbse 500 Gr,CBSE,NULL,54.99,83.00
7790710000188,Yerba Mate Compuesta Manzana Silueta Cbse 500 Gr,CBSE,NULL,54.90,72.90
7790742104205,Dulce de Leche Colonial La Serenisima 250 Gr,LA SERENÍSIMA,NULL,53.69,63.00
